,start,end,text,labels
18952,5427,5566,admits petitioners tenants respect four shops smt urmila devi denies petitioners ' claim title,arg_respondent
18953,5566,5695,third writ petitioner sri vijay kumar behl says filed suit suit seeking eviction,arg_respondent
18954,5696,5796,written statement states vijay kumar behl admitted ownership smt urmila devi,arg_respondent
18955,5797,6017,respect circumstances took execution aforesaid two decrees petitioners third respondent made following averments better set words,arg_respondent
18956,6018,6318,submitted one bhupender singh gauhati rabi raj gaya contacted replying respondent told wants execute decree jhumman singh alanur therefore execution decree give shop body else get pagari,arg_respondent
18957,6319,6558,deponent told owner shops therefore allow third person enter shops therefore deponent asked sell decree th e deponent execute power attorney favour,arg_respondent
18958,6559,6796,replying respondent paid rs taking loan friends filed case execution decree contents para writ petition denied,arg_respondent
18959,6797,6940,sub mitted replying respondent owner disputed property petitioner wants grab petitioner 's property,arg_respondent
18960,6941,7340,submitted came know two persons shri bhupender singh sh ravi raj singh used come shri jhumman singh allanur occasionally later relation became strained came respondent told obtained decree petitioners execution decree give shops third person pagari,arg_respondent
18961,7341,7497,replying respondent requested execute decree owner disputed shops accept deponent request,arg_respondent
18962,7523,7692,bhupinder singh ravi raj singh executed power attorney favour replying respondent gave power executed decree behalf,arg_respondent
18963,7693,7760,vehemently denied signature agreement forged,arg_respondent
18964,7761,7813,smt urmila devi also given affidavit,arg_respondent
18965,7814,7946,true photocopies power attorney annexure vi collectively true copy affidavit dated annexure vii,arg_respondent
18966,7948,7976,quoted paper book,arg_respondent
18976,10223,10496,sri c bhandare learned counsel appearing petitioners submits fraudulent proceedings becoming rampant courts delhi necessary interest justice persons indulging proceedings dealt severely,arg_petitioner
18977,10497,10627,therefore requests c b asked investigate prosecute persons responsible perpetrating said fraud,arg_petitioner
18978,10628,10808,hand sri k g bhagat learned counsel third respondent submitted writ petition wholly misconceived also prayer made writ petition,arg_respondent
18979,10809,11061,lie says code criminal procedure prescribes procedure followed cases complaint nature made writ petitioners herein writ petition article constitution india wholly inappropriate,arg_respondent
18980,11062,11213,says petitioners seeking enforce fundamental rights hence writ petition maintainable law,arg_respondent
18981,11214,11388,also submits third respondent bonafide purchased decrees put execution guilty criminal offence abuse process court,arg_respondent
18984,11622,11855,evident third respondent nipulated get said decrees gauhati gaya courts view toevict petitioners otherwise accordance proper procedure prescribed law,ratio
18985,11856,12027,clear beyond doubt third respondent tried reach courts circumvent defeat ends justice resorting said tactic,ratio
18986,12028,12162,necessary tactics allowed succeed persons indulging dealt appropriately,ratio
18987,12163,12290,situation inclined agree sri bhagat writ petition article maintainable,ratio
18988,12291,12526,blatant abuse process courts judicial system comes notice court power indeed duty rectify whether power traced articles constitution,ratio
18989,12527,13107,accordingly following directions made decrees aforementioned viz sri bhupinder singh sri harcharan singh r sri mantapur bhangaghar gauhati versus sri jhumman singh sri chadda singh r titar pur new delhi arbitration suit passed court assistant district judge gauhati sri ravi raj singh sri iqbal singh r church road gaya versus ala noor sri amir bux r wz titar pur new delhi declared executable petitioners court delhi,rpc
18990,13108,13227,petitioners shall evicted shops mentioned said decrees execution said decrees,rpc
18991,13227,13339,ii third respondent sri sangat singh shall pay costs writ petition assessed rupees one lakh,rpc
18992,13340,13417,said amount shall deposited court within one month today,rpc
18993,13418,13522,deposit said amount shall paid writ petitioners rupees fifty thousand,rpc
18994,13522,14367,third respondent fails deposit said amount within period prescribed order shall executable executed decree civil court instance petitioners either jointly separately case may iii third respondent person claiming shall entitled evict writ petitioners shops occupation forming part premises wz titar pur najafgarh road new delhi except accordance law viz approaching court delhi territorial jurisdiction either accordance rent control act ordinary civil action case may iv petitioners free take proceedings third respondent civil criminal open law,rpc
